List.Year,Date.Recorded,Town,Assessed.Value,Sale.Amount,Sales.Ratio,Property.Type,County,Longitude,Latitude
2014,04/14/2015,Newington,135690.0,187500.0,0.72368,Single Family,Hartford,-72.7246942,41.7223325
2012,03/28/2013,Portland,180250.0,259000.0,0.695945946,Single Family,Middlesex,-72.6257194,41.5828711
2016,07/17/2017,East Granby,200500.0,215000.0,0.93255814,Single Family,Hartford,-72.7203147,41.9626613
2016,08/16/2017,Southington,186670.0,315000.0,0.592603175,Two Family,Hartford,-72.8745555,41.5759595
2018,07/18/2019,Ansonia,187300.0,300000.0,0.6243,Single Family,New Haven,-73.055124,41.3328871
2015,08/15/2016,Canton,423870.0,625000.0,0.678192,Single Family,Hartford,-72.9011373,41.8166247
2007,03/28/2008,Prospect,227520.0,310000.0,0.733935484,Single Family,New Haven,-72.9544269,41.5166133
2018,09/24/2019,West Hartford,282660.0,280000.0,1.0095,Single Family,Hartford,-72.7226699,41.7657183
2020,07/06/2021,Madison,213200.0,429000.0,0.4969,Residential,New Haven,-72.598831,41.3086052
2007,01/31/2008,North Haven,215250.0,480000.0,0.4484375,Single Family,New Haven,-72.8476016,41.370486
2019,02/11/2020,Meriden,119070.0,170000.0,0.7004,Single Family,New Haven,-72.7784491,41.5440447
2006,04/02/2007,Newington,150960.0,276750.0,0.545474255,Single Family,Hartford,-72.7209151,41.6980582
2006,10/17/2006,Windsor,105070.0,275190.0,0.381808932,Condo,Hartford,-72.6928257,41.8808745
2014,03/25/2015,Westport,331300.0,490000.0,0.676122449,Single Family,Fairfield,-73.3701558,41.1510884
2008,12/29/2008,Wallingford,57050.0,80000.0,0.713125,Condo,New Haven,-72.80213,41.44395
2015,03/08/2016,North Haven,179900.0,250000.0,0.7196,Single Family,New Haven,-72.8892774,41.3641897
2014,05/12/2015,Stamford,182250.0,327500.0,0.55648855,Condo,Fairfield,-73.5424583,41.0632611
2009,08/12/2010,Bristol,176750.0,227000.0,0.778634361,Condo,Hartford,-72.8954935,41.6566508
2019,12/12/2019,Middletown,105860.0,164900.0,0.642,Condo,Middlesex,-72.677128,41.523745
2015,07/25/2016,South Windsor,135700.0,240000.0,0.565416667,Single Family,Hartford,-72.5530864,41.8476424
2011,09/11/2012,Avon,254890.0,324000.0,0.786697531,Single Family,Hartford,-72.8893697,41.7860232
2013,11/25/2013,Danbury,139000.0,219000.0,0.634703196,Condo,Fairfield,-73.4252867,41.3830649
2007,04/28/2008,Colchester,158700.0,235000.0,0.675319149,Single Family,New London,-72.3545372,41.5654569
2011,06/05/2012,Woodbridge,342650.0,460000.0,0.744891304,Single Family,New Haven,-73.0129238,41.3702108
2009,10/01/2009,Colchester,279100.0,371362.0,0.751557779,Single Family,New London,-72.4096094,41.600886
2007,08/14/2008,Branford,166000.0,217000.0,0.764976959,Single Family,New Haven,-72.8217063,41.2695567
2011,11/01/2011,Portland,130270.0,187500.0,0.694773333,Single Family,Middlesex,-72.6294152,41.5846189
2020,02/19/2021,Rocky Hill,278390.0,505000.0,0.5512,Residential,Hartford,-72.6995327,41.6649985
2006,10/05/2006,Bridgeport,76717.0,187450.0,0.409266471,Condo,Fairfield,-73.202707,41.1937252
2006,06/12/2007,Bozrah,106850.0,210000.0,0.508809524,Single Family,New London,-72.2052643,41.5295586
2014,05/08/2015,Plainville,158150.0,229000.0,0.690611354,Single Family,Hartford,-72.8559558,41.6803421
2018,08/28/2019,Newtown,377440.0,530000.0,0.7121,Single Family,Fairfield,-73.2459658,41.3798339
2009,12/16/2009,East Hartford,125480.0,153000.0,0.820130719,Single Family,Hartford,-72.58787,41.7877006
2008,12/22/2008,Durham,190050.0,287000.0,0.662195122,Single Family,Middlesex,-72.7119559,41.4322964
2016,05/12/2017,Guilford,409250.0,665000.0,0.615413534,Condo,New Haven,-72.6831841,41.2771625
2020,05/06/2021,Meriden,96950.0,210000.0,0.4616,Residential,New Haven,-72.7655675,41.542934
2020,06/28/2021,Shelton,210700.0,415000.0,0.5077,Residential,Fairfield,-73.0972255,41.3062511
2013,07/21/2014,Stamford,85200.0,152500.0,0.558688525,Condo,Fairfield,-73.5407777,41.0579635
2006,05/15/2007,Fairfield,271950.0,360000.0,0.755416667,Condo,Fairfield,-73.2328476,41.169802
2017,10/05/2017,Milford,175480.0,230000.0,0.762956522,Single Family,New Haven,-73.0042522,41.2337797
2016,11/02/2016,Torrington,8680.0,15000.0,0.578666667,Condo,Litchfield,-73.1139543,41.8725997
2008,07/14/2009,Waterbury,31370.0,35000.0,0.896285714,Condo,New Haven,-73.0252041,41.5385489
2018,05/01/2019,Plainville,129850.0,190000.0,0.6834,Single Family,Hartford,-72.8921218,41.6930193
2013,11/12/2013,Greenwich,423220.0,400000.0,1.05805,Two Family,Fairfield,-73.6348091,41.0226887
2018,04/03/2019,Glastonbury,385400.0,545000.0,0.7071,Single Family,Hartford,-72.5596252,41.6807824
2009,05/03/2010,South Windsor,179200.0,238500.0,0.751362683,Single Family,Hartford,-72.5392691,41.8190688
2014,10/14/2014,Waterford,168020.0,253000.0,0.664110672,Single Family,New London,-72.1860617,41.3614062
2007,02/01/2008,Windsor Locks,90200.0,165000.0,0.546666667,Condo,Hartford,-72.6406028,41.9041262
2009,04/27/2010,West Haven,118580.0,141000.0,0.840992908,Single Family,New Haven,-72.9649493,41.293243
2018,05/30/2019,New Haven,44030.0,104000.0,0.4233,Two Family,New Haven,-72.898337,41.320981
2020,04/29/2021,East Haddam,163110.0,300000.0,0.5437,Residential,Middlesex,-72.3733582,41.465558
2018,08/30/2019,Newtown,333480.0,475000.0,0.702,Single Family,Fairfield,-73.2737949,41.4163464
2020,10/08/2020,Stonington,45500.0,60000.0,0.7583,Vacant Land,New London,-71.8452686,41.3940922
2013,09/29/2014,Wolcott,162110.0,231580.0,0.700017273,Single Family,New Haven,-73.008986,41.6040051
2020,10/05/2020,Trumbull,291410.0,515000.0,0.5658,Residential,Fairfield,-73.2420031,41.2803333
2010,07/08/2011,Newington,183250.0,264000.0,0.694128788,Single Family,Hartford,-72.7142188,41.6813733
2012,08/30/2013,Woodstock,80700.0,105000.0,0.768571429,Condo,Windham,-71.9565324,41.9460995
2007,07/31/2008,Ledyard,172200.0,253000.0,0.680632411,Single Family,New London,-72.0012819,41.4460633
2019,12/09/2019,Portland,147610.0,192000.0,0.7688,Single Family,Middlesex,-72.6408139,41.5726229
2019,04/07/2020,Newtown,140920.0,258000.0,0.5462,Single Family,Fairfield,-73.3251128,41.4150014
2006,06/01/2007,Stratford,211260.0,340000.0,0.621352941,Single Family,Fairfield,-73.1378418,41.2308103
2014,11/18/2014,Waterbury,108220.0,139900.0,0.773552538,Single Family,New Haven,-73.0191966,41.5199247
2010,12/29/2010,Portland,177870.0,185000.0,0.961459459,Three Family,Middlesex,-72.6166645,41.5949419
2014,02/20/2015,Ridgefield,409830.0,500000.0,0.81966,Single Family,Fairfield,-73.5021449,41.2901927
2016,06/28/2017,New Britain,99960.0,210000.0,0.476,Single Family,Hartford,-72.7728626,41.6973393
2019,01/23/2020,Suffield,131260.0,185000.0,0.7095,Single Family,Hartford,-72.6521715,42.0162873
2008,01/22/2009,West Hartford,267400.0,315000.0,0.848888889,Single Family,Hartford,-72.7266414,41.7765992
2008,07/16/2009,Tolland,201100.0,270000.0,0.744814815,Single Family,Tolland,-72.4202897,41.8456491
2013,11/20/2013,Danbury,457200.0,575000.0,0.795130435,Single Family,Fairfield,-73.43425,41.4515273
2020,01/12/2021,Simsbury,234320.0,394000.0,0.5947,Residential,Hartford,-72.8315385,41.909642
2016,02/21/2017,Ledyard,155470.0,253000.0,0.614505929,Single Family,New London,-71.9945681,41.476861
2020,04/28/2021,Trumbull,298060.0,580000.0,0.5138,Residential,Fairfield,-73.2052756,41.2621011
2018,06/20/2019,Brookfield,275840.0,440000.0,0.6269,Single Family,Fairfield,-73.3727808,41.4524069
2019,10/15/2019,Danbury,203100.0,278000.0,0.7306,Condo,Fairfield,-73.4167484,41.3978435
2017,11/21/2017,Seymour,208810.0,335000.0,0.623313433,Single Family,New Haven,-73.0474918,41.4005964
2013,04/03/2014,Cornwall,300500.0,335000.0,0.897014925,Single Family,Litchfield,-73.3299031,41.893532
2013,10/09/2013,Southbury,94900.0,132500.0,0.716226415,Condo,New Haven,-73.2471754,41.4869114
2006,06/07/2007,South Windsor,125250.0,244900.0,0.511433238,Condo,Hartford,-72.578955,41.8203482
2014,01/30/2015,Cheshire,248780.0,350000.0,0.7108,Single Family,New Haven,-72.9291465,41.4889666
2019,03/02/2020,Wethersfield,137060.0,199900.0,0.6856,Single Family,Hartford,-72.6927897,41.705576
2009,06/01/2010,Norwalk,244160.0,351300.0,0.695018503,Single Family,Fairfield,-73.4223719,41.1318665
2015,12/28/2015,Guilford,241020.0,309900.0,0.777734753,Single Family,New Haven,-72.7187446,41.2682791
2012,09/13/2013,East Lyme,197750.0,289000.0,0.684256055,Single Family,New London,-72.1987402,41.3309263
2020,06/17/2021,Goshen,414330.0,915000.0,0.4528,Residential,Litchfield,-73.216745,41.827647
2011,05/30/2012,New Britain,110110.0,110000.0,1.001,Single Family,Hartford,-72.7647183,41.6619692
2014,06/10/2015,East Haven,255710.0,330000.0,0.774878788,Single Family,New Haven,-72.8593712,41.2587835
2018,05/28/2019,Branford,285000.0,262500.0,1.0857,Single Family,New Haven,-72.8118737,41.2721641
2019,09/11/2020,Newtown,340590.0,566000.0,0.6017,Single Family,Fairfield,-73.2939273,41.3843951
2015,10/23/2015,Plainville,33600.0,41191.0,0.81571217,Condo,Hartford,-72.848309,41.6800778
2014,04/17/2015,Thomaston,173880.0,197400.0,0.880851064,Condo,Litchfield,-73.0834607,41.6842829
2015,07/27/2016,East Hartford,95950.0,120000.0,0.799583333,Single Family,Hartford,-72.5794252,41.7551871
2019,07/15/2020,Fairfield,268800.0,355000.0,0.7572,Single Family,Fairfield,-73.2424676,41.1831999
2010,05/26/2011,Bristol,149170.0,167000.0,0.893233533,Single Family,Hartford,-72.966933,41.668264
2010,09/06/2011,Hartford,32873.0,33000.0,0.996151515,Single Family,Hartford,-72.70489,41.8051581
2010,11/23/2010,Newington,140910.0,198000.0,0.711666667,Condo,Hartford,-72.7092562,41.6778724
2009,08/02/2010,Ellington,135810.0,222500.0,0.610382022,Two Family,Tolland,-72.4612035,41.8777219
2013,07/15/2014,New Haven,116450.0,189900.0,0.613217483,Single Family,New Haven,-72.9815569,41.3275352
2013,04/08/2014,New Britain,93170.0,163400.0,0.570195838,Single Family,Hartford,-72.795162,41.6579973
2019,06/24/2020,Naugatuck,137800.0,187000.0,0.7369,Single Family,New Haven,-73.042949,41.4943625
2020,12/14/2020,Monroe,160000.0,242000.0,0.6611,Residential,Fairfield,-73.196434,41.3649076
2020,03/12/2021,New Haven,132580.0,195000.0,0.679897436,Residential,New Haven,-72.9462619,41.3051008
2020,03/23/2021,Windsor,23590.0,27500.0,0.8578,Residential,Hartford,-72.6290131,41.8741586
2013,10/24/2013,Simsbury,131570.0,114500.0,1.149082969,Single Family,Hartford,-72.8163407,41.842115
2013,01/31/2014,New Milford,230720.0,375000.0,0.615253333,Single Family,Litchfield,-73.3602085,41.6357187
2012,07/19/2013,East Hartford,85850.0,116000.0,0.740086207,Single Family,Hartford,-72.5839533,41.7772494
2014,12/05/2014,Suffield,201320.0,309500.0,0.650468498,Single Family,Hartford,-72.6141698,42.0183588
2012,07/26/2013,Norwich,256000.0,360000.0,0.711111111,Single Family,New London,-72.0982688,41.5598547
2017,09/24/2018,Wallingford,37400.0,35000.0,1.0685,Single Family,New Haven,-72.8299427,41.4729398
2007,03/11/2008,Wallingford,136150.0,186000.0,0.731989247,Single Family,New Haven,-72.8200436,41.4606938
2020,12/03/2020,Windham,117100.0,225000.0,0.5204,Residential,Windham,-72.2225687,41.7268347
2006,08/27/2007,Danbury,109400.0,263000.0,0.415969582,Condo,Fairfield,-73.4683153,41.4193171
2015,08/15/2016,Stamford,376310.0,420000.0,0.89597619,Single Family,Fairfield,-73.5300317,41.034746
2011,11/15/2011,Bridgeport,132250.0,129500.0,1.021235521,Single Family,Fairfield,-73.2174419,41.1925228
2014,06/23/2015,Shelton,210700.0,355000.0,0.593521127,Single Family,Fairfield,-73.1533307,41.3416234
2009,05/07/2010,Watertown,172300.0,255000.0,0.675686275,Single Family,Litchfield,-73.1041865,41.5838037
2013,04/28/2014,Bristol,205590.0,220000.0,0.9345,Single Family,Hartford,-72.9656643,41.6559011
2009,11/24/2009,Monroe,292250.0,433000.0,0.674942263,Condo,Fairfield,-73.2469334,41.3252663
2019,09/03/2020,Bristol,106960.0,280000.0,0.382,Two Family,Hartford,-72.9541536,41.6701793
2016,08/30/2017,Middletown,63390.0,77500.0,0.817935484,Condo,Middlesex,-72.7099853,41.5870369
2015,03/15/2016,Stamford,368070.0,519000.0,0.709190751,Condo,Fairfield,-73.5459318,41.1076261
2013,08/22/2014,Middlebury,296200.0,449900.0,0.658368526,Single Family,New Haven,-73.1275152,41.4942104
2007,10/29/2007,East Hartford,85070.0,78100.0,1.089244558,Single Family,Hartford,-72.6423616,41.7751777
2017,12/01/2017,East Hampton,146140.0,136900.0,1.067494522,Single Family,Middlesex,-72.4446538,41.5234246
2020,07/27/2021,Farmington,174630.0,342000.0,0.5106,Residential,Hartford,-72.8075258,41.7225816
2019,08/25/2020,Killingworth,363170.0,460000.0,0.7895,Single Family,Middlesex,-72.5403782,41.3354462
2008,10/17/2008,East Hampton,234340.0,325000.0,0.721046154,Single Family,Middlesex,-72.5034875,41.6359642
2020,07/16/2021,Milford,138870.0,241000.0,0.5762,Residential,New Haven,-73.0877946,41.1954601
2016,04/07/2017,Guilford,279700.0,425000.0,0.658117647,Single Family,New Haven,-72.6527668,41.320036
2006,04/13/2007,Waterbury,72380.0,180000.0,0.402111111,Two Family,New Haven,-73.0404816,41.5609228
2011,09/25/2012,Waterbury,108080.0,124900.0,0.865332266,Single Family,New Haven,-73.003468,41.5617421
2009,07/01/2010,Prospect,250450.0,360687.0,0.694369356,Condo,New Haven,-73.0236088,41.5587804
2020,07/01/2021,Barkhamsted,120860.0,225000.0,0.5371,Residential,Litchfield,-72.9321457,41.9103905
2018,06/17/2019,Berlin,175000.0,225900.0,0.7746,Single Family,Hartford,-72.7210998,41.6404916
2012,03/14/2013,Fairfield,328930.0,650000.0,0.506046154,Single Family,Fairfield,-73.2521401,41.1364264
2017,07/13/2018,New London,173250.0,320000.0,0.54140625,Single Family,New London,-72.0978985,41.3310724
2017,08/23/2018,Bloomfield,216160.0,325000.0,0.6651,Condo,Hartford,-72.7461528,41.8228693
2011,09/17/2012,Orange,348000.0,452500.0,0.769060773,Single Family,New Haven,-73.0265277,41.278637
2008,08/04/2009,Wallingford,134680.0,164000.0,0.821219512,Single Family,New Haven,-72.8335695,41.4544618
2020,08/17/2021,Waterbury,66750.0,85000.0,0.7852,Commercial,New Haven,-73.0095889,41.5713524
2019,07/27/2020,Danbury,204200.0,429000.0,0.476,Condo,Fairfield,-73.470923,41.446332
2007,02/22/2008,Bloomfield,134340.0,240000.0,0.55975,Single Family,Hartford,-72.736108,41.8481074
2016,11/01/2016,Oxford,153400.0,219000.0,0.700456621,Single Family,New Haven,-73.1555318,41.3894299
2020,10/22/2020,Shelton,281540.0,524000.0,0.5372,Residential,Fairfield,-73.1712616,41.2695581
2006,06/22/2007,Waterbury,30380.0,114000.0,0.266491228,Condo,New Haven,-73.0787343,41.5786733
2020,12/03/2020,Stratford,170660.0,350000.0,0.4876,Residential,Fairfield,-73.1189518,41.1956378
2016,07/26/2017,East Hampton,158850.0,207500.0,0.765542169,Single Family,Middlesex,-72.4839923,41.5745789
2014,12/17/2014,Fairfield,259770.0,414500.0,0.626706876,Single Family,Fairfield,-73.2568859,41.169864
2015,09/19/2016,Beacon Falls,307660.0,460000.0,0.668826087,Single Family,New Haven,-73.0396515,41.4293968
2015,11/12/2015,Plainville,109060.0,114750.0,0.950413943,Single Family,Hartford,-72.8570173,41.6687016
2008,12/30/2008,Southington,211400.0,305000.0,0.693114754,Single Family,Hartford,-72.8859085,41.6128564
2015,05/10/2016,Meriden,109970.0,135000.0,0.814592593,Single Family,New Haven,-72.7783568,41.5490723
2009,11/10/2009,Beacon Falls,160890.0,170000.0,0.946411765,Condo,New Haven,-73.0616484,41.4474531
2018,06/12/2019,Southington,159650.0,251500.0,0.6347,Single Family,Hartford,-72.8873989,41.6001974
2017,10/16/2017,Fairfield,363440.0,690000.0,0.526724638,Single Family,Fairfield,-73.2601111,41.1967904
2015,03/28/2016,Middletown,187860.0,259600.0,0.723651772,Single Family,Middlesex,-72.6580196,41.537836
2014,02/04/2015,Pomfret,164000.0,266000.0,0.616541353,Single Family,Windham,-72.0274414,41.8978797
2011,08/24/2012,East Haddam,192300.0,190000.0,1.012105263,Single Family,Middlesex,-72.4230605,41.4935051
2011,01/03/2012,East Granby,247500.0,330000.0,0.75,Single Family,Hartford,-72.7284424,41.9715533
2019,02/25/2020,Hartford,42735.0,113000.0,0.3782,Single Family,Hartford,-72.7015648,41.7931374
2016,09/01/2017,Watertown,116000.0,160000.0,0.725,Single Family,Litchfield,-73.1152057,41.5960828
2015,08/25/2016,Cromwell,112440.0,175000.0,0.642514286,Condo,Middlesex,-72.6901519,41.6058089
2006,05/01/2007,Stratford,275800.0,462000.0,0.596969697,Single Family,Fairfield,-73.13092,41.2171384
2018,06/03/2019,Trumbull,244440.0,480000.0,0.5092,Single Family,Fairfield,-73.235971,41.2280973
2015,03/11/2016,Stamford,333050.0,415000.0,0.80253012,Three Family,Fairfield,-73.5241888,41.0424034
2012,03/25/2013,Norwalk,285670.0,330000.0,0.865666667,Single Family,Fairfield,-73.4128874,41.1351744
2009,02/26/2010,Naugatuck,160240.0,195000.0,0.82174359,Single Family,New Haven,-73.0654024,41.4898877
2007,10/31/2007,Shelton,158340.0,239900.0,0.66002501,Condo,Fairfield,-73.0927729,41.3184619
2017,07/12/2018,Bloomfield,130690.0,215000.0,0.6078,Single Family,Hartford,-72.7305435,41.8387467
2012,06/03/2013,Manchester,145200.0,198300.0,0.732223903,Condo,Hartford,-72.5262377,41.7873244
2020,01/29/2021,Naugatuck,99970.0,140000.0,0.714,Residential,New Haven,-73.0825155,41.4931637
2019,07/20/2020,Farmington,351690.0,385000.0,0.9135,Single Family,Hartford,-72.8130278,41.7298992
2013,01/27/2014,Bristol,103950.0,144900.0,0.717391304,Single Family,Hartford,-72.9386514,41.6815162
2009,05/21/2010,Norwalk,154630.0,129000.0,1.198682171,Condo,Fairfield,-73.416701,41.0978052
2011,06/28/2012,Bloomfield,118440.0,135000.0,0.877333333,Single Family,Hartford,-72.726761,41.816218
2015,01/11/2016,Milford,232940.0,365000.0,0.638191781,Single Family,New Haven,-73.0864404,41.2041479
2016,07/10/2017,Avon,126000.0,132000.0,0.954545455,Condo,Hartford,-72.8845222,41.7712031
2018,02/19/2019,East Granby,84600.0,128000.0,0.6609,Condo,Hartford,-72.7382737,41.9115328
2020,03/01/2021,Stratford,224980.0,443277.0,0.5075,Residential,Fairfield,-73.1150559,41.2332525
2015,05/17/2016,New Haven,213710.0,365000.0,0.585506849,Condo,New Haven,-72.9158889,41.305895
2016,04/18/2017,Cromwell,446600.0,590000.0,0.756949153,Condo,Middlesex,-72.6350807,41.634277
2017,08/02/2018,Brookfield,267010.0,395000.0,0.6759,Single Family,Fairfield,-73.4227403,41.4782488
2011,08/28/2012,Newtown,251410.0,315000.0,0.798126984,Single Family,Fairfield,-73.3016665,41.4083551
2019,04/14/2020,Southington,276580.0,435000.0,0.6358,Single Family,Hartford,-72.8501863,41.5641558
2018,10/18/2018,Newington,72070.0,80000.0,0.9008,Condo,Hartford,-72.72467,41.714476
2019,01/13/2020,Thomaston,69860.0,70200.0,0.995156695,Single Family,Litchfield,-73.0751376,41.6710058
2015,02/01/2016,Rocky Hill,209720.0,295000.0,0.710915254,Single Family,Hartford,-72.6837833,41.6657755
2008,07/30/2009,New Britain,125510.0,178000.0,0.70511236,Single Family,Hartford,-72.7951505,41.6892472
2020,06/08/2021,Suffield,334950.0,565000.0,0.5928,Residential,Hartford,-72.6557018,42.0043266
2020,11/05/2020,Milford,222090.0,435000.0,0.5105,Residential,New Haven,-73.0490366,41.2404791
2014,06/23/2015,Stamford,121110.0,157832.0,0.767334888,Condo,Fairfield,-73.5136039,41.0607149
2020,01/13/2021,Plainville,98000.0,189000.0,0.5185,Residential,Hartford,-72.8497248,41.6866874
2014,11/10/2014,Killingworth,285760.0,235000.0,1.216,Single Family,Middlesex,-72.6083947,41.4295824
2009,06/10/2010,Deep River,79900.0,79900.0,1.0,Two Family,Middlesex,-72.4371067,41.3906496
2018,03/04/2019,Newington,142080.0,150000.0,0.9472,Single Family,Hartford,-72.7111362,41.6905842
2020,05/18/2021,Bloomfield,355530.0,620000.0,0.5734,Residential,Hartford,-72.7722854,41.8064155
2019,11/01/2019,Waterford,233170.0,300000.0,0.7772,Single Family,New London,-72.1011848,41.3114741
2006,08/16/2007,Waterbury,69020.0,154900.0,0.445577792,Single Family,New Haven,-72.9980712,41.5579648
2020,12/01/2020,Simsbury,212390.0,332500.0,0.6387,Residential,Hartford,-72.8640328,41.846484
2012,07/08/2013,Fairfield,282100.0,435000.0,0.648505747,Single Family,Fairfield,-73.2493755,41.1987428
2020,06/03/2021,Monroe,266500.0,510000.0,0.5225,Residential,Fairfield,-73.174949,41.3759457
